#Word Types: 1995
#Word Tokens: 298682
#Search Hits: 0
1	39229	а
2	36087	е
3	24454	в
4	12593	я
5	12285	ь
6	10694	д
7	10605	г
8	10376	у
9	7969	ы
10	5387	б
11	4935	ва
12	4822	ч
13	3865	з
14	3553	ед
15	3548	э
16	3243	х
17	3214	ав
18	3210	ве
19	3031	за
20	2994	де
21	2781	че
22	2543	ф
23	2399	ц
24	2175	ю
25	2151	же
26	2089	ых
27	1999	да
28	1862	ег
29	1717	ба
30	1692	бы
31	1671	ые
32	1652	ж
33	1498	вы
34	1323	це
35	1079	уб
36	1067	ее
37	998	ш
38	985	ая
39	969	аза
40	952	ду
41	931	ев
42	918	ах
43	918	ац
44	915	аб
45	906	ад
46	844	аз
47	802	га
48	766	-
49	755	ча
50	744	еф
51	718	уг
52	704	ае
53	668	ез
54	652	буде
55	645	ую
56	614	ше
57	609	бе
58	562	яе
59	553	ге
60	515	уд
61	479	ех
62	420	уча
63	419	уда
64	412	ече
65	409	зац
66	406	уже
67	404	еще
68	371	вых
69	370	еде
70	370	уще
71	370	яб
72	358	гу
73	355	жа
74	344	уч
75	338	ача
76	336	ях
77	334	заяв
78	332	азв
79	327	еда
80	325	еб
81	324	еше
82	320	аг
83	313	зв
84	299	бюдже
85	295	аю
86	294	еш
87	293	еж
88	287	бще
89	285	фа
90	279	ач
91	278	выб
92	278	газ
93	267	бщ
94	267	уе
95	266	уве
96	265	ды
97	265	яв
98	255	еч
99	253	дде
100	252	ьше
101	250	аче
102	250	гда
103	245	ву
104	244	бу
105	234	уше
106	231	буду
107	227	ец
108	227	ью
109	224	вые
110	224	ьш
111	221	уж
112	220	вае
113	217	ца
114	213	аш
115	212	ье
116	211	уац
117	210	зда
118	210	ша
119	207	аде
120	204	ава
121	204	ежду
122	201	агае
123	201	бъе
124	200	аще
125	200	баш
126	199	ха
127	192	веде
128	189	фе
129	188	даже
130	184	еа
131	184	яц
132	182	авгу
133	180	зб
134	180	цб
135	175	выше
136	175	жде
137	172	яю
138	171	яд
139	170	без
140	166	зав
141	156	учае
142	155	з-за
143	152	бх
144	150	феде
145	147	аше
146	147	ечае
147	143	дея
148	142	ьз
149	139	ья
150	138	езу
151	137	еду
152	136	дв
153	135	дя
154	133	азывае
155	132	бъя
156	132	еве
157	132	щ
158	131	егу
159	131	уз
160	129	введе
161	129	уче
162	128	юче
163	127	ажда
164	124	ега
165	123	бяза
166	123	два
167	122	вая
168	121	даж
169	121	ьг
170	117	вв
171	115	цы
172	115	ыва
173	113	аф
174	113	вую
175	112	цу
176	111	губе
177	110	вяза
178	109	аге
179	108	газа
180	106	бав
181	104	вед
182	104	ужде
183	99	азыва
184	98	аж
185	97	ева
186	95	аже
187	95	дав
188	93	ваю
189	93	зве
190	92	яже
191	90	ада
192	90	ывае
193	89	ечь
194	88	где
195	85	ага
196	85	ыш
197	83	зд
198	82	вче
199	80	защ
200	80	зг
201	80	це-
202	79	езе
203	78	аэ
204	78	уга
205	77	дг
206	76	уа
207	76	эффе
208	75	азу
209	75	шь
210	74	бъяв
211	74	едуе
212	74	еча
213	74	юда
214	73	бв
215	73	зе
216	72	азва
217	72	вяз
218	72	зде
219	72	ьез
220	71	аве
221	70	важ
222	68	дах
223	68	зае
224	68	ужда
225	67	вующ
226	66	убы
227	66	цев
228	66	юч
229	65	вх
230	64	дае
231	64	жу
232	64	ще
233	63	едже
234	63	убеж
235	62	двух
236	62	ежде
237	61	вуе
238	61	ждае
239	61	яющ
240	60	бъед
241	60	веща
242	59	выдв
243	59	чу
244	58	аба
245	58	авы
246	58	вш
247	57	жд
248	57	зу
249	56	еха
250	55	авш
251	55	бща
252	55	еза
253	55	юб
254	54	вза
255	54	фу
256	53	ея
257	52	азде
258	52	ау
259	51	азг
260	51	дава
261	51	евы
262	51	чег
263	50	бывш
264	50	еже
265	50	юде
266	49	вз
267	48	дящ
268	47	адз
269	47	ух
270	47	яцев
271	46	быч
272	46	выг
273	46	заве
274	46	ючае
275	45	аща
276	45	баз
277	45	едь
278	45	ею
279	45	уде
280	44	ады
281	44	аха
282	44	гац
283	44	удеб
284	44	ужбы
285	43	ающ
286	43	ебуе
287	42	-в
288	42	вве
289	42	выде
290	42	еша
291	42	жае
292	42	зад
293	42	ываю
294	41	вью
295	41	ебя
296	41	жда
297	41	чь
298	41	юз
299	41	яя
300	40	авед
301	40	азад
302	40	егаз
303	40	егда
304	39	бю
305	39	деф
306	39	ув
307	39	уждае
308	38	-х
309	38	выв
310	38	газе
311	38	ебе
312	38	езав
313	38	заб
314	38	учше
315	38	ующ
316	38	ьев
317	38	юд
318	37	адв
319	37	ежа
320	37	зы
321	37	зя
322	36	авда
323	36	взя
324	36	шее
325	36	ьбе
326	35	-э
327	35	азвед
328	35	вя
329	35	две
330	35	юза
331	34	едж
332	34	ухудше
333	34	ущ
334	34	хе
335	34	ьфа-ба
336	33	азд
337	33	зюз
338	33	шег
339	32	аев
340	32	бед
341	32	вах
342	32	едъяв
343	32	еев
344	32	ужба
345	31	агаю
346	31	ваг
347	31	вающ
348	31	е-
349	31	едующ
350	31	чев
351	31	ящ
352	30	ачае
353	30	вавш
354	30	еаг
355	30	уге
356	30	ужбе
357	30	ьга
358	30	ьзу
359	30	ьца
360	29	азываю
361	29	дх
362	29	едва
363	29	учш
364	29	шаг
365	28	дву
366	28	евае
367	28	едведев
368	28	едведева
369	28	зыва
370	28	щь
371	27	вь
372	27	даю
373	27	зва
374	27	ьзя
375	27	яца
376	27	ящее
377	26	беща
378	26	вшэ
379	26	евых
380	26	збужде
381	26	цеду
382	26	юж
383	25	адее
384	25	вече
385	25	взы
386	25	евышае
387	25	едующе
388	25	езд
389	25	еющ
390	25	заг
391	25	щад
392	25	ыв
393	24	ащае
394	24	дч
395	24	дче
396	24	зч
397	24	хва
398	24	ывая
399	24	ьшая
400	23	адч
401	23	ажд
402	23	вызва
403	23	выша
404	23	заде
405	23	зах
406	23	зъя
407	23	фев
408	23	фы
409	23	шве
410	23	яце
411	23	яч
412	22	авщ
413	22	азве
414	22	бщег
415	22	евые
416	22	щу
417	22	юг
418	21	ажу
419	21	едв
420	21	ежащ
421	21	узь
422	21	шедш
423	21	яда
424	20	авя
425	20	азах
426	20	ащ
427	20	будуще
428	20	бщая
429	20	вац
430	20	ваш
431	20	гаше
432	20	дф
433	20	евге
434	20	задач
435	20	заф
436	20	угах
437	20	уша
438	20	ьцев
439	20	юча
440	20	яш
441	19	адае
442	19	адаю
443	19	ауч
444	19	ашае
445	19	вад
446	19	веду
447	19	дац
448	19	ефе
449	19	убб
450	19	уц
451	19	чув
452	19	ъю
453	19	ьб
454	19	ьшую
455	19	эфф
456	19	ючев
457	18	абе
458	18	аду
459	18	ажды
460	18	азб
461	18	аша
462	18	базе
463	18	бщае
464	18	в-
465	18	гея
466	18	ебую
467	18	еща
468	18	задача
469	18	здава
470	18	зыв
471	18	ьзую
472	18	яде
473	17	ажа
474	17	бывшег
475	17	выда
476	17	едав
477	17	еце
478	17	ешае
479	17	здае
480	17	убъе
481	17	уды
482	17	уш
483	17	шу
484	17	ючая
485	17	язы
486	16	-г
487	16	абэ
488	16	аву
489	16	азе
490	16	буд
491	16	вщ
492	16	выва
493	16	дж
494	16	едыдущ
495	16	ечаю
496	16	у-
497	15	а-
498	15	бау
499	15	вше
